"peak","time","overall","prevalence","theta_vir_beta","theta_vir_lambda","theta_vir_eta","sim"
0.000279714338130177,86.07,0.748595594047797,0.64,0.8,1,0.8,4
0.000276817633091675,86.42,0.744698047230119,0.65,0.8,1,0.8,4
0.000273914090904492,86.79,0.740793519715843,0.66,0.8,1,0.8,4
0.000271017417771191,87.18,0.736898156108758,0.67,0.8,1,0.8,4
0.00026814188535107,87.6,0.733028377163678,0.68,0.8,1,0.8,4
0.000265301998660206,88.03,0.729200376196635,0.69,0.8,1,0.8,4
0.000262511729223203,88.49,0.72542955016205,0.7,0.8,1,0.8,4
0.000259784374534888,88.96,0.721729892154803,0.71,0.8,1,0.8,4
0.000257131608757177,89.46,0.718113381976802,0.72,0.8,1,0.8,4
0.000254563119325479,89.98,0.714589419654618,0.73,0.8,1,0.8,4
0.000252086067576318,90.52,0.711164351742212,0.74,0.8,1,0.8,4
0.000249704695811925,91.08,0.707841140285812,0.75,0.8,1,0.8,4
0.00024742010069384,91.66,0.704619218261499,0.76,0.8,1,0.8,4
0.000245230184546363,92.26,0.701494562639797,0.77,0.8,1,0.8,4
0.000243129974557277,92.87,0.69845999749877,0.78,0.8,1,0.8,4
0.000241111760125645,93.5,0.695505716392996,0.79,0.8,1,0.8,4
0.00023916598477508,94.14,0.692619988063081,0.8,0.8,1,0.8,4
0.000237281709790149,94.8,0.689789985809014,0.81,0.8,1,0.8,4
0.000235447633321451,95.47,0.687002662045118,0.82,0.8,1,0.8,4
0.000233652705975584,96.15,0.68424557922584,0.83,0.8,1,0.8,4
0.000231886871656595,96.85,0.681507609526337,0.84,0.8,1,0.8,4
0.000230141608322798,97.56,0.678779430447325,0.85,0.8,1,0.8,4
0.000228410179996474,98.28,0.67605377220597,0.86,0.8,1,0.8,4
0.000226687623826827,99.01,0.673325412815416,0.87,0.8,1,0.8,4
0.000224970592806573,99.76,0.670590961602515,0.88,0.8,1,0.8,4
0.000223257086072348,100.51,0.667848510878044,0.89,0.8,1,0.8,4
0.000221545982943605,101.29,0.665097255983105,0.9,0.8,1,0.8,4
0.000219836718031607,102.07,0.662337177020317,0.91,0.8,1,0.8,4
0.000218128987611699,102.87,0.659568842792251,0.92,0.8,1,0.8,4
0.000216422771400882,103.68,0.656793354001245,0.93,0.8,1,0.8,4
0.00021471817070845,104.5,0.654012410677698,0.94,0.8,1,0.8,4
0.000213015431330343,105.33,0.651228482303763,0.95,0.8,1,0.8,4
0.000211315146345203,106.18,0.648445074912971,0.96,0.8,1,0.8,4
0.000209618284956914,107.04,0.645667114242218,0.97,0.8,1,0.8,4
0.000207926461053665,107.92,0.642901490332163,0.98,0.8,1,0.8,4
0.000206242061181861,108.81,0.640157841416714,0.99,0.8,1,0.8,4
0.000368575730059661,79.67,0.880511953421426,0,0.8,1,1,5
0.000368354797946058,79.69,0.880363940376591,0.01,0.8,1,1,5
0.000368127536024943,79.72,0.880211470621647,0.02,0.8,1,1,5
0.000367893683066389,79.74,0.880054358586526,0.03,0.8,1,1,5
0.000367653013761404,79.77,0.879892409168627,0.04,0.8,1,1,5
0.00036740515758682,79.8,0.879725417172565,0.05,0.8,1,1,5
0.00036714987270875,79.82,0.87955316671505,0.06,0.8,1,1,5
0.000366886910492248,79.85,0.879375430592711,0.07,0.8,1,1,5
0.000366615866476572,79.88,0.879191969610971,0.08,0.8,1,1,5
0.00036633640374667,79.91,0.879002531871695,0.09,0.8,1,1,5
0.000366048155386212,79.94,0.878806852017359,0.1,0.8,1,1,5
0.000365750824141975,79.98,0.878604650429867,0.11,0.8,1,1,5
0.000365443942635379,80.01,0.878395632381547,0.12,0.8,1,1,5
0.000365127020292177,80.04,0.878179487136261,0.13,0.8,1,1,5
0.000364799791867598,80.08,0.877955886998837,0.14,0.8,1,1,5
0.000364461597128163,80.12,0.877724486310778,0.15,0.8,1,1,5
0.000364112080103007,80.15,0.877484920390597,0.16,0.8,1,1,5
0.000363750689843012,80.19,0.877236804369128,0.17,0.8,1,1,5
0.000363376842990815,80.23,0.876979732223057,0.18,0.8,1,1,5
0.000362989958457793,80.27,0.87671327520858,0.19,0.8,1,1,5
0.000362589495848609,80.3,0.876436980835292,0.2,0.8,1,1,5
0.000362174755870803,80.36,0.876150371397912,0.21,0.8,1,1,5
0.000361745027699978,80.41,0.875852942568497,0.22,0.8,1,1,5
0.000361299632029688,80.45,0.875544162136141,0.23,0.8,1,1,5
0.000360837849828433,80.5,0.875223468254033,0.24,0.8,1,1,5
0.000360358805180427,80.55,0.87489026825908,0.25,0.8,1,1,5
0.0003598617336108,80.61,0.87454393629808,0.26,0.8,1,1,5
0.0003593456812232,80.66,0.874183812735149,0.27,0.8,1,1,5
0.000358809716390018,80.72,0.873809202333201,0.28,0.8,1,1,5
0.000358252837354411,80.78,0.873419372183003,0.29,0.8,1,1,5
0.000357674028566513,80.84,0.873013551045924,0.3,0.8,1,1,5
0.000357072134432035,80.9,0.872590927044938,0.31,0.8,1,1,5
0.000356446066158589,80.97,0.872150646960971,0.32,0.8,1,1,5
0.00035579452721779,81.04,0.87169181496754,0.33,0.8,1,1,5
0.000355116263773492,81.11,0.871213491749778,0.34,0.8,1,1,5
0.000354409859421312,81.19,0.870714693928287,0.35,0.8,1,1,5
0.000353674001462467,81.26,0.870194393872758,0.36,0.8,1,1,5
0.000352907121164037,81.35,0.869651520007089,0.37,0.8,1,1,5
0.000352107734189033,81.43,0.869084957725681,0.38,0.8,1,1,5
0.000351274115621525,81.52,0.868493551061003,0.39,0.8,1,1,5
0.00035040479144488,81.61,0.867876221723031,0.4,0.8,1,1,5
0.000349497461452741,81.71,0.867231390497395,0.41,0.8,1,1,5
0.00034855082742552,81.81,0.86655814682302,0.42,0.8,1,1,5
0.000347562909921828,81.92,0.865855090785495,0.43,0.8,1,1,5
0.000346531686119922,82.03,0.865120923809058,0.44,0.8,1,1,5
0.000345455291642427,82.15,0.864354342745774,0.45,0.8,1,1,5
0.00034433163779013,82.28,0.863554052894126,0.46,0.8,1,1,5
0.000343158868459759,82.41,0.862718783842078,0.47,0.8,1,1,5
0.000341934980697234,82.54,0.861847308500716,0.48,0.8,1,1,5
0.000340658012997597,82.69,0.860938465694664,0.49,0.8,1,1,5
0.00033932616914667,82.84,0.85999118665725,0.5,0.8,1,1,5
0.000337937696570312,83,0.859004525732234,0.51,0.8,1,1,5
0.00033649105397382,83.17,0.857977695503735,0.52,0.8,1,1,5
0.000334984904050206,83.35,0.856910106446218,0.53,0.8,1,1,5
0.00033341820135746,83.54,0.855801411001916,0.54,0.8,1,1,5
0.000331790273001953,83.74,0.85465155173307,0.55,0.8,1,1,5
0.000330100889699425,83.95,0.85346081285379,0.56,0.8,1,1,5
0.000328350324587778,84.17,0.852229874012319,0.57,0.8,1,1,5
0.000326539408424087,84.41,0.85095986465641,0.58,0.8,1,1,5
0.000324669896527296,84.65,0.849652416685131,0.59,0.8,1,1,5
0.00032274428314194,84.92,0.848309712382121,0.6,0.8,1,1,5
0.000320765879895102,85.2,0.846934523879309,0.61,0.8,1,1,5
0.000318739133069235,85.5,0.845530239655222,0.62,0.8,1,1,5
0.000316669699189864,85.81,0.84410087298211,0.63,0.8,1,1,5
0.000314564132090911,86.14,0.842651046826665,0.64,0.8,1,1,5
0.000312430272393527,86.49,0.841185949731668,0.65,0.8,1,1,5
0.000310277023215455,86.86,0.839711257763668,0.66,0.8,1,1,5
0.000308114261871273,87.25,0.838233018903493,0.67,0.8,1,1,5
0.000305952658228081,87.66,0.836757498397296,0.68,0.8,1,1,5
0.000303803402967928,88.09,0.835290986629801,0.69,0.8,1,1,5
0.000301677854958549,88.54,0.833839574935477,0.7,0.8,1,1,5
0.000299587173870075,89.02,0.832408909173827,0.71,0.8,1,1,5
0.000297541813986946,89.51,0.831003935396404,0.72,0.8,1,1,5
0.000295550973714087,90.03,0.82962865589224,0.73,0.8,1,1,5
0.000293622249216419,90.56,0.828285916559671,0.74,0.8,1,1,5
0.000291761133041468,91.12,0.826977247175373,0.75,0.8,1,1,5
0.00028997062156999,91.69,0.825702774134374,0.76,0.8,1,1,5
0.000288251227783143,92.29,0.824461220365636,0.77,0.8,1,1,5
0.000286600789273506,92.9,0.823249999567146,0.78,0.8,1,1,5
0.000285014793448335,93.52,0.822065402317791,0.79,0.8,1,1,5
0.000283486611073025,94.16,0.820902861092763,0.8,0.8,1,1,5
0.000282008197369676,94.82,0.819757271100364,0.81,0.8,1,1,5
0.000280570614745568,95.49,0.818623335655159,0.82,0.8,1,1,5
0.000279164788775432,96.17,0.817495899938182,0.83,0.8,1,1,5
0.000277782027192086,96.86,0.816370236718419,0.84,0.8,1,1,5
0.00027641472345713,97.57,0.815242252810243,0.85,0.8,1,1,5
0.000275056531342965,98.29,0.814108595967233,0.86,0.8,1,1,5
0.000273702615652849,99.02,0.812966657712619,0.87,0.8,1,1,5
0.000272349553113171,99.77,0.811814485810576,0.88,0.8,1,1,5
0.000270995029987342,100.52,0.810650636425756,0.89,0.8,1,1,5
0.000269637619684904,101.29,0.809474005229187,0.9,0.8,1,1,5
0.000268276338288242,102.08,0.808283674715665,0.91,0.8,1,1,5
0.000266910402331677,102.87,0.807078801878494,0.92,0.8,1,1,5
0.000265539111079738,103.68,0.805858551948191,0.93,0.8,1,1,5
0.000264161680299024,104.5,0.804622069132166,0.94,0.8,1,1,5
0.000262777242422463,105.34,0.803368470230031,0.95,0.8,1,1,5
0.000261384821178545,106.18,0.802096850310749,0.96,0.8,1,1,5
0.000259983267051567,107.04,0.800806295230328,0.97,0.8,1,1,5
0.000258571350712944,107.92,0.799495899175614,0.98,0.8,1,1,5
0.000257147623175857,108.81,0.798164786160163,0.99,0.8,1,1,5
0.000378767167229399,79.68,0.905069236000433,0,0.8,1,1.2,6
0.00037866118237162,79.7,0.905217279270549,0.01,0.8,1,1.2,6
0.000378552162054235,79.73,0.905369611172622,0.02,0.8,1,1.2,6
0.000378439893533145,79.75,0.905526400589558,0.03,0.8,1,1.2,6
0.00037832439494917,79.78,0.905687824389959,0.04,0.8,1,1.2,6
0.000378205382776442,79.81,0.905854067838296,0.05,0.8,1,1.2,6
0.000378082740958963,79.84,0.906025325024432,0.06,0.8,1,1.2,6
0.000377956336638396,79.87,0.906201799313149,0.07,0.8,1,1.2,6
0.000377826018373939,79.9,0.906383703813566,0.08,0.8,1,1.2,6
0.000377691614171116,79.93,0.906571261868876,0.09,0.8,1,1.2,6
0.000377552929295588,79.96,0.906764707566128,0.1,0.8,1,1.2,6
0.000377409743849533,79.99,0.906964286265637,0.11,0.8,1,1.2,6
0.000377261810084129,80.02,0.907170255149533,0.12,0.8,1,1.2,6
0.000377109109110763,80.06,0.907382883788343,0.13,0.8,1,1.2,6
0.000376951156800864,80.1,0.907602454724133,0.14,0.8,1,1.2,6
0.000376787929575129,80.13,0.907829264068592,0.15,0.8,1,1.2,6
0.000376619053378546,80.17,0.908063622112787,0.16,0.8,1,1.2,6
0.000376444265754283,80.21,0.908305853991993,0.17,0.8,1,1.2,6
0.000376263292157786,80.25,0.908556300113364,0.18,0.8,1,1.2,6
0.000376075812787147,80.29,0.908815317094868,0.19,0.8,1,1.2,6
0.000375881546610335,80.32,0.909083278132888,0.2,0.8,1,1.2,6
0.000375680122618294,80.38,0.90936057371886,0.21,0.8,1,1.2,6
0.000375471154937079,80.43,0.909647612223107,0.22,0.8,1,1.2,6
0.000375254257950597,80.48,0.909944820258523,0.23,0.8,1,1.2,6
0.000375029070942001,80.53,0.910252643413005,0.24,0.8,1,1.2,6
0.000374795160296093,80.58,0.910571546347276,0.25,0.8,1,1.2,6
0.000374552010218909,80.63,0.910902013888709,0.26,0.8,1,1.2,6
0.000374299080567964,80.69,0.911244550350976,0.27,0.8,1,1.2,6
0.000374035927348082,80.74,0.911599679861436,0.28,0.8,1,1.2,6
0.000373761966456387,80.8,0.911967946769712,0.29,0.8,1,1.2,6
0.000373476592491095,80.87,0.912349914600996,0.3,0.8,1,1.2,6
0.000373179195471973,80.93,0.912746166353051,0.31,0.8,1,1.2,6
0.000372869022977673,81,0.913157303140631,0.32,0.8,1,1.2,6
0.000372545394807466,81.07,0.91358394316142,0.33,0.8,1,1.2,6
0.000372207530631607,81.14,0.914026720105818,0.34,0.8,1,1.2,6
0.00037185460004463,81.22,0.914486281077451,0.35,0.8,1,1.2,6
0.000371485733253407,81.3,0.914963283942092,0.36,0.8,1,1.2,6
0.000371100025885251,81.38,0.915458394013356,0.37,0.8,1,1.2,6
0.000370696400938175,81.47,0.915972279973776,0.38,0.8,1,1.2,6
0.000370273893382844,81.56,0.916505608920277,0.39,0.8,1,1.2,6
0.000369831467097903,81.65,0.917058939709643,0.4,0.8,1,1.2,6
0.000369367564098555,81.75,0.91763321940329,0.41,0.8,1,1.2,6
0.000368881232991503,81.85,0.918228767896231,0.42,0.8,1,1.2,6
0.00036837113870708,81.96,0.918846275228943,0.43,0.8,1,1.2,6
0.000367835772718816,82.08,0.919486286812577,0.44,0.8,1,1.2,6
0.000367273695030756,82.2,0.920149291222534,0.45,0.8,1,1.2,6
0.000366683398557666,82.32,0.920835705524156,0.46,0.8,1,1.2,6
0.000366063166808039,82.45,0.921545858751966,0.47,0.8,1,1.2,6
0.000365411414176564,82.59,0.922279973502955,0.48,0.8,1,1.2,6
0.000364726348651701,82.74,0.923038145661258,0.49,0.8,1,1.2,6
0.000364006239580161,82.89,0.923820322350454,0.5,0.8,1,1.2,6
0.000363249248123754,83.05,0.924626278312194,0.51,0.8,1,1.2,6
0.000362453614173086,83.22,0.925455591037671,0.52,0.8,1,1.2,6
0.000361617568944428,83.4,0.926307615135557,0.53,0.8,1,1.2,6
0.000360739396688126,83.59,0.927181456605622,0.54,0.8,1,1.2,6
0.000359817488948033,83.79,0.928075947899761,0.55,0.8,1,1.2,6
0.000358850390715038,84.01,0.928989624887731,0.56,0.8,1,1.2,6
0.000357836996664418,84.23,0.92992070708824,0.57,0.8,1,1.2,6
0.000356776212511623,84.47,0.930867082770897,0.58,0.8,1,1.2,6
0.000355667659940162,84.72,0.931826300748849,0.59,0.8,1,1.2,6
0.000354511296508264,84.98,0.932795570842924,0.6,0.8,1,1.2,6
0.000353307571493766,85.26,0.933771775063258,0.61,0.8,1,1.2,6
0.000352057734417377,85.55,0.934751491502835,0.62,0.8,1,1.2,6
0.000350763965088985,85.87,0.935731032676577,0.63,0.8,1,1.2,6
0.000349429116752675,86.2,0.936706499605531,0.64,0.8,1,1.2,6
0.000348057159296256,86.55,0.937673852233219,0.65,0.8,1,1.2,6
0.000346653154068233,86.91,0.938628995811508,0.66,0.8,1,1.2,6
0.000345223155727326,87.3,0.939567881698245,0.67,0.8,1,1.2,6
0.000343774217785697,87.71,0.940486619630889,0.68,0.8,1,1.2,6
0.00034231434597437,88.14,0.941381597062939,0.69,0.8,1,1.2,6
0.000340852253951807,88.59,0.942249599708923,0.7,0.8,1,1.2,6
0.000339397070139524,89.06,0.943087926192861,0.71,0.8,1,1.2,6
0.000337957972391223,89.55,0.943894488816025,0.72,0.8,1,1.2,6
0.000336543768225006,90.06,0.944667892129853,0.73,0.8,1,1.2,6
0.000335162445279757,90.59,0.945407481377122,0.74,0.8,1,1.2,6
0.000333820807272622,91.15,0.946113354064978,0.75,0.8,1,1.2,6
0.000332523783500849,91.72,0.946786330007239,0.76,0.8,1,1.2,6
0.000331274358496392,92.31,0.947427878091459,0.77,0.8,1,1.2,6
0.000330073280950416,92.92,0.948040001635505,0.78,0.8,1,1.2,6
0.000328919138398609,93.54,0.948625088242603,0.79,0.8,1,1.2,6
0.00032780831353163,94.18,0.949185734122455,0.8,0.8,1,1.2,6
0.000326735547062917,94.83,0.949724556391724,0.81,0.8,1,1.2,6
0.000325694336038795,95.5,0.950244009265181,0.82,0.8,1,1.2,6
0.000324677463615752,96.18,0.950746220650524,0.83,0.8,1,1.2,6
0.000323677653679577,96.87,0.95123286391052,0.84,0.8,1,1.2,6
0.000322688222283041,97.58,0.951705075173177,0.85,0.8,1,1.2,6
0.000321703205836077,98.3,0.952163419728486,0.86,0.8,1,1.2,6
0.00032071789510324,99.03,0.952607902609834,0.87,0.8,1,1.2,6
0.000319728701313415,99.78,0.953038010018621,0.88,0.8,1,1.2,6
0.000318733175297514,100.53,0.953452761973493,0.89,0.8,1,1.2,6
0.000317729421948576,101.3,0.953850754475258,0.9,0.8,1,1.2,6
0.000316716071568801,102.08,0.954230172411014,0.91,0.8,1,1.2,6
0.000315691875510282,102.88,0.95458876096476,0.92,0.8,1,1.2,6
0.000314655450758539,103.68,0.954923749895128,0.93,0.8,1,1.2,6
0.00031360519168977,104.51,0.955231727586649,0.94,0.8,1,1.2,6
0.00031253909594775,105.34,0.955508458156296,0.95,0.8,1,1.2,6
0.00031145451104253,106.19,0.955748625708553,0.96,0.8,1,1.2,6
0.000310348270091854,107.05,0.955945476218389,0.97,0.8,1,1.2,6
0.000309216240376331,107.92,0.95609030802061,0.98,0.8,1,1.2,6
0.000308053185176016,108.81,0.956171730905323,0.99,0.8,1,1.2,6
0.000373973317899623,76.24,0.864772648148864,0,0.8,1.2,0.8,7
0.000373807837614315,76.24,0.864447402737158,0.01,0.8,1.2,0.8,7
0.000373637766507284,76.25,0.864112718898756,0.02,0.8,1.2,0.8,7
0.000373462767823574,76.25,0.863768219795706,0.03,0.8,1.2,0.8,7
0.000373282647854523,76.26,0.863413510169862,0.04,0.8,1.2,0.8,7
0.000373097349804785,76.26,0.863048175325758,0.05,0.8,1.2,0.8,7
0.000372906464300715,76.26,0.862671780055702,0.06,0.8,1.2,0.8,7
0.000372709925935355,76.27,0.862283867503895,0.07,0.8,1.2,0.8,7
0.00037250740986422,76.27,0.861883957967007,0.08,0.8,1.2,0.8,7
0.000372298665638593,76.28,0.861471547628364,0.09,0.8,1.2,0.8,7
0.000372083518628497,76.28,0.86104610722262,0.1,0.8,1.2,0.8,7
0.000371861544671004,76.29,0.86060708062893,0.11,0.8,1.2,0.8,7
0.000371632659871668,76.29,0.860153883389745,0.12,0.8,1.2,0.8,7
0.000371396321804052,76.3,0.859685901153063,0.13,0.8,1.2,0.8,7
0.000371152473040759,76.3,0.859202488036458,0.14,0.8,1.2,0.8,7
0.000370900512594641,76.31,0.85870296491151,0.15,0.8,1.2,0.8,7
0.000370640339891593,76.31,0.858186617469256,0.16,0.8,1.2,0.8,7
0.000370371359746713,76.32,0.85765269492695,0.17,0.8,1.2,0.8,7
0.000370093353598056,76.32,0.857100407126859,0.18,0.8,1.2,0.8,7
0.000369805800973899,76.33,0.85652892324773,0.19,0.8,1.2,0.8,7
0.000369508323577794,76.32,0.855937369398302,0.2,0.8,1.2,0.8,7
0.000369200431276084,76.34,0.855324826470399,0.21,0.8,1.2,0.8,7
0.000368881616304162,76.35,0.854690327913645,0.22,0.8,1.2,0.8,7
0.000368551462486377,76.35,0.854032857509721,0.23,0.8,1.2,0.8,7
0.000368209397258623,76.36,0.853351346975547,0.24,0.8,1.2,0.8,7
0.000367854790595035,76.37,0.852644673782262,0.25,0.8,1.2,0.8,7
0.000367487107197639,76.37,0.851911658169792,0.26,0.8,1.2,0.8,7
0.000367105785823496,76.38,0.851151061541327,0.27,0.8,1.2,0.8,7
0.000366710069535481,76.39,0.850361584256996,0.28,0.8,1.2,0.8,7
0.000366299277371862,76.4,0.849541862868275,0.29,0.8,1.2,0.8,7
0.00036587269178473,76.41,0.84869046804559,0.3,0.8,1.2,0.8,7
0.000365429558567942,76.41,0.847805904208,0.31,0.8,1.2,0.8,7
0.000364969132964466,76.42,0.846886605678309,0.32,0.8,1.2,0.8,7
0.000364490505874615,76.43,0.845930937033776,0.33,0.8,1.2,0.8,7
0.00036399279685384,76.44,0.844937191949662,0.34,0.8,1.2,0.8,7
0.000363475081374243,76.45,0.843903593002007,0.35,0.8,1.2,0.8,7
0.000362936389714463,76.46,0.842828292163668,0.36,0.8,1.2,0.8,7
0.000362375715386221,76.48,0.841709372147503,0.37,0.8,1.2,0.8,7
0.00036179206459902,76.49,0.840544848774464,0.38,0.8,1.2,0.8,7
0.000361184278560411,76.5,0.83933267457085,0.39,0.8,1.2,0.8,7
0.000360551353739635,76.51,0.838071010753478,0.4,0.8,1.2,0.8,7
0.00035989164093575,76.52,0.836756899388479,0.41,0.8,1.2,0.8,7
0.000359204523187273,76.54,0.835388941454945,0.42,0.8,1.2,0.8,7
0.000358488464129059,76.55,0.833964638753216,0.43,0.8,1.2,0.8,7
0.000357742250203963,76.57,0.832481742412265,0.44,0.8,1.2,0.8,7
0.000356964578883012,76.58,0.830938002957709,0.45,0.8,1.2,0.8,7
0.000356154202718006,76.6,0.829331190842126,0.46,0.8,1.2,0.8,7
0.000355309733257925,76.62,0.827659120958355,0.47,0.8,1.2,0.8,7
0.000354429927798994,76.64,0.825919681593762,0.48,0.8,1.2,0.8,7
0.000353513585778731,76.65,0.824110868276361,0.49,0.8,1.2,0.8,7
0.000352559468332403,76.67,0.82223082294863,0.5,0.8,1.2,0.8,7
0.000351566490919497,76.7,0.820277878844952,0.51,0.8,1.2,0.8,7
0.000350533612913373,76.72,0.818250611368682,0.52,0.8,1.2,0.8,7
0.000349459893947246,76.74,0.816147895134755,0.53,0.8,1.2,0.8,7
0.000348344685716873,76.77,0.813968967152534,0.54,0.8,1.2,0.8,7
0.000347187442413854,76.79,0.811713495884316,0.55,0.8,1.2,0.8,7
0.000345988029899436,76.82,0.809381655570204,0.56,0.8,1.2,0.8,7
0.000344746426968023,76.85,0.806974204816613,0.57,0.8,1.2,0.8,7
0.000343463078944173,76.88,0.804492567922678,0.58,0.8,1.2,0.8,7
0.000342138927375391,76.92,0.80193891682057,0.59,0.8,1.2,0.8,7
0.000340775251136516,76.95,0.799316250817159,0.6,0.8,1.2,0.8,7
0.000339373991816438,76.99,0.796628470545402,0.61,0.8,1.2,0.8,7
0.000337937588852921,77.03,0.793880441717705,0.62,0.8,1.2,0.8,7
0.000336469167149078,77.07,0.791078043458545,0.63,0.8,1.2,0.8,7
0.000334972601648886,77.12,0.78822819523336,0.64,0.8,1.2,0.8,7
0.000333452293954817,77.17,0.78533885580301,0.65,0.8,1.2,0.8,7
0.000331913525244809,77.22,0.782418987305917,0.66,0.8,1.2,0.8,7
0.000330362109587756,77.27,0.779478477647803,0.67,0.8,1.2,0.8,7
0.000328804389589765,77.33,0.77652801504081,0.68,0.8,1.2,0.8,7
0.000327247344464099,77.39,0.773578909862043,0.69,0.8,1.2,0.8,7
0.000325698219668158,77.45,0.770642861211714,0.7,0.8,1.2,0.8,7
0.000324164254090764,77.51,0.767731668651325,0.71,0.8,1.2,0.8,7
0.000322652839514992,77.58,0.764856893658221,0.72,0.8,1.2,0.8,7
0.000321170764066014,77.65,0.762029480202417,0.73,0.8,1.2,0.8,7
0.000319724417853384,77.73,0.75925934930772,0.74,0.8,1.2,0.8,7
0.000318318990233546,77.81,0.75655498808885,0.75,0.8,1.2,0.8,7
0.000316958745224971,77.89,0.753923058983102,0.76,0.8,1.2,0.8,7
0.000315646436545081,77.97,0.75136805900938,0.77,0.8,1.2,0.8,7
0.000314383169917887,78.05,0.748892061082866,0.78,0.8,1.2,0.8,7
0.00031316853800667,78.14,0.746494568871743,0.79,0.8,1.2,0.8,7
0.000312000386599676,78.23,0.7441725126786,0.8,0.8,1.2,0.8,7
0.000310875158309687,78.32,0.741920405825609,0.81,0.8,1.2,0.8,7
0.000309787990378951,78.41,0.739730668806854,0.82,0.8,1.2,0.8,7
0.000308733058878297,78.5,0.737594112261241,0.83,0.8,1.2,0.8,7
0.000307703995425235,78.6,0.73550055045963,0.84,0.8,1.2,0.8,7
0.000306694550676168,78.69,0.733439496169271,0.85,0.8,1.2,0.8,7
0.000305698471674887,78.79,0.731400868354134,0.86,0.8,1.2,0.8,7
0.000304710474286096,78.88,0.729375630581031,0.87,0.8,1.2,0.8,7
0.000303726178040309,78.98,0.727356276139719,0.88,0.8,1.2,0.8,7
0.000302742126329358,79.08,0.725337092197657,0.89,0.8,1.2,0.8,7
0.000301755889675959,79.19,0.723314173940736,0.9,0.8,1.2,0.8,7
0.000300765763342037,79.29,0.721285217613989,0.91,0.8,1.2,0.8,7
0.000299770293997192,79.39,0.719249183453816,0.92,0.8,1.2,0.8,7
0.000298768436358676,79.5,0.717205958842689,0.93,0.8,1.2,0.8,7
0.000297758778896706,79.61,0.71515614353794,0.94,0.8,1.2,0.8,7
0.000296739796819379,79.72,0.713101023963378,0.95,0.8,1.2,0.8,7
0.000295709514824105,79.84,0.711042742364658,0.96,0.8,1.2,0.8,7
0.00029466552734736,79.95,0.708984647738424,0.97,0.8,1.2,0.8,7
0.000293604245789503,80.07,0.706931846678669,0.98,0.8,1.2,0.8,7
0.000292520545643604,80.2,0.704892023871742,0.99,0.8,1.2,0.8,7
0.000384743481713745,76.25,0.889924573077393,0,0.8,1.2,1,8
0.000384700517892467,76.26,0.889896444602179,0.01,0.8,1.2,1,8
0.000384656482863288,76.26,0.889867553146257,0.02,0.8,1.2,1,8
0.000384611133504298,76.26,0.889837870329536,0.03,0.8,1.2,1,8
0.000384564604613835,76.27,0.889807366494837,0.04,0.8,1.2,1,8
0.000384516724373396,76.27,0.889776010644985,0.05,0.8,1.2,1,8
0.000384467477565542,76.28,0.889743770376819,0.06,0.8,1.2,1,8
0.000384416852666714,76.28,0.88971061181236,0.07,0.8,1.2,1,8
0.000384364692058436,76.29,0.889676499526845,0.08,0.8,1.2,1,8
0.000384311085586897,76.29,0.889641396473713,0.09,0.8,1.2,1,8
0.00038425579301149,76.3,0.889605263906611,0.1,0.8,1.2,1,8
0.000384198941944358,76.3,0.889568061298135,0.11,0.8,1.2,1,8
0.000384140274013622,76.31,0.889529746255783,0.12,0.8,1.2,1,8
0.000384079885820787,76.31,0.889490274434925,0.13,0.8,1.2,1,8
0.000384017570554451,76.32,0.889449599449017,0.14,0.8,1.2,1,8
0.000383953319307406,76.32,0.889407672777359,0.15,0.8,1.2,1,8
0.000383887052212706,76.33,0.889364443658099,0.16,0.8,1.2,1,8
0.000383818574359485,76.33,0.889319859044376,0.17,0.8,1.2,1,8
0.000383748014151641,76.34,0.889273863421662,0.18,0.8,1.2,1,8
0.000383675058772792,76.35,0.889226398776238,0.19,0.8,1.2,1,8
0.000383599720823635,76.34,0.889177404470071,0.2,0.8,1.2,1,8
0.000383521838489331,76.36,0.889126817146006,0.21,0.8,1.2,1,8
0.000383441319123434,76.37,0.889074570633687,0.22,0.8,1.2,1,8
0.00038335800192929,76.38,0.889020595863344,0.23,0.8,1.2,1,8
0.000383271883163006,76.38,0.888964820773057,0.24,0.8,1.2,1,8
0.00038318275433108,76.39,0.888907170244247,0.25,0.8,1.2,1,8
0.000383090451134938,76.4,0.888847565975951,0.26,0.8,1.2,1,8
0.000382994838043882,76.41,0.888785926490727,0.27,0.8,1.2,1,8
0.000382895770994263,76.42,0.888722167097566,0.28,0.8,1.2,1,8
0.000382793096960377,76.43,0.888656199817563,0.29,0.8,1.2,1,8
0.000382686664593512,76.43,0.888587933381996,0.3,0.8,1.2,1,8
0.000382576294811421,76.44,0.888517273387969,0.31,0.8,1.2,1,8
0.000382461777114762,76.45,0.888444122167031,0.32,0.8,1.2,1,8
0.00038234292514383,76.47,0.888368379027172,0.33,0.8,1.2,1,8
0.000382219566430753,76.48,0.888289940376133,0.34,0.8,1.2,1,8
0.000382091460743361,76.49,0.888208699938619,0.35,0.8,1.2,1,8
0.000381958374729263,76.5,0.888124549042635,0.36,0.8,1.2,1,8
0.000381820060660898,76.51,0.888037376986935,0.37,0.8,1.2,1,8
0.000381676255650998,76.52,0.887947071502562,0.38,0.8,1.2,1,8
0.000381526838747481,76.54,0.887853519322522,0.39,0.8,1.2,1,8
0.000381371479945769,76.55,0.887756628861615,0.4,0.8,1.2,1,8
